Data,Rating,Titolo,Testo,Locale,Etichetta
2019-04-08,20,caruccio,sono entrata in questo locale pandenus tadino molto carino ma davvero troppo affollato ho preso un buon marocchino accompagnato da una altrettanto buona brioche fin qui nulla da dire ho visto i prezzi delle centrifughe e di tutte le meraviglie salate e mi è preso un colpo davvero troppo care a mio parere,tadino,neg
2019-04-08,20,brunch domenicale in mezzo alla confusione,sono stato al pandenus per un brunch domenicale la prenotazione è obbligatoria altrimenti non si riesce nemmeno ad entrare si può scegliere tra 4 alternative tutte però da 25 ed una per i bambini da 15 qualitativamente mediocre e qualsiasi cosa in più si paga anche lacqua anche se sono ammessi cambi tra i menù a parità di tipologia tipo le uova o allocchio di bue o strapazzate o sode insalatina servita senza condimento in una ciotolina grossa come una tazzina da caffè unica nota positiva è la varietà del piatto che ipoteticamente a differenza del buffet non ti fà alzare 34 volte per riempierti il piattino hamburgherpatatine fritteuova occhio di buebacontazzina di insalata caffè finale,tadino,neg
2019-04-08,30,gae aulenti,location decisamente molto carina e curata qualità buona i prezzi forse un po altini anche per milano,tadino,neg
2019-03-31,50,bello e buono,location molto carina in una buona posizione in zona porta venezia lho provato sia per colazione che per merenda e ci vorrei tornare per brunchpranzo,tadino,pos
2019-03-16,10,da evitare,ci sono stata un sabato sera con gli amicispritz nn buono ma dopo lamentela me lhanno cambiato e va bene non ci hanno portato mai laperitivo e a tutti gli altri siquando ho chiesto un ragazzo che sembrava manager in base di cosa decidono q chi portare laperitivo e a chi no lui ci porta delle olive ma non anche la pizzameglio cosi per noi perchè altrimenti avremmo ordinato anche un secondo drink ma cosi invece ci siamo alzati ed andati via,tadino,neg
2019-03-14,20,un bel locale non basta,il locale è piacevole allegro con tanta gente ma finisce lì spazi un po angusti e poi  i cocktail puoi scegliere tra analcolici poco alcolici e alcolici noi scegliamo questi ultimi ma non lo avverti chissà come sono quelli poco alcolici la pizza si riesce a farla poco cotta a bruciata contemporaneamente il prezzo forse è normale per piazza gae aulenti ma se la qualità di quanto ti portano fosse almeno adeguata la prossima volta ne cerchiamo un altro,tadino,neg
2019-03-12,30,location carina,siamo stati per un brunch il posto internamente è carino non abbiamo avuto problemi a sederci ma a quanto pare meglio prenotare se possibile pochi posti è piccolino il personale è stato gentile e non abbiamo avuto problemi il brunch piatti buoni e abbastanza ricchi personalmente ritengo il prezzo alto per quello che poi sono in realtá i piatti giudizio personale ma credo si paghi anche per la posizione in cui si trova però si tratta pur sempre di un brunch con molto pane o facaccine salse ingredienti buoni gamberi salmone uova  ma alla fine normalissimi nulla di ricercato o impegnativo non do un giudizio negativo ma neanche entusiasta da provare,tadino,neg
2019-03-04,30,buona alternativa alla pigrizia domenicale,locale un po affollato e caotico per chi come me la domenica fa fatica a svegliarsi ma personale carino e disponibile che se può cerca sempre di trovare una soluzioneanche se non hai la prenotazione cibo non saprei niente di wow ma neppure malvagioinsomma se non hai voglia di cucinare può essere unalternativa prezzi nella media,tadino,neg
2019-03-03,40,qualità e ambiente,locale particolare dove si può mangiare un buon pasto relativamente veloce ma attento alla qualità dei prodotti presi un club sandwich una tartare di salmone e una insalata nizzarda tutti eccellenti buona la scelta dei dessert prezzi leggermente superiori alla media ma considerata la qualità ne vale la pena consigliato,tadino,pos
2019-02-24,30,aperitivo nella media,siamo stati in 4 per aperitivo delirio per i posti e non accettano prenotazioni per meno di 6 persone locale carino pan di noci molto buono pizza buona ma a volte fredda nel buffet aperitivo alle 20 ci hanno cacciato per prenotazione altri clienti,tadino,neg
2019-02-12,40,pane di noci e tutto il resto: 10 e lode!,irrinunciabile tutte le volte che passo da milano per la mia colazione sceglo sempre o quasi pandenous principalmente qulello di vai tadino adoro i suoi tramezzini vari con il pane integrale o con i pistacchi anche solo il pane da portare a casa compreso il famoso pan di noci i suoi croissant e soprattutto le spremute e le centrifughe di frurra e verdura per non dirvi poi i panini al salmone con avogado sublimi lultima volta poi ho provato le uova starpazzate con aggiunta di avogado e bacon incredibili lambiente sabbichic è confortevole e caldo la frequentazione è delle più variegate e allo stesso tempo interessanti gente della moda scrittori signore della milano bene qualche personaggio stravagante delle notti trasgressive studenti io conosco sempre qualcuno che dire anche solo per str rilassati leggendosi un giornale o guardando il computer da non perdere lo consiglio i prezzi nella norma anzi forese anche migliori rispetto ad altri locali della zona che poi non danno la stessa qualità servizio anchesso puntuale e veloce 10 e lode,tadino,pos
2019-02-09,40,buono e bello,un semplice caffè od una colazione più strutturata sono davvero un piacere da pandenus il locale di per se è piccolo ma i posti a sedere non mancano arredato con molto gusto risulta elegante ed al contempo informale dalla caffetteria ai salati difficilmente resterete delusi dalla qualità personale molto cortese,tadino,pos
2019-02-05,20,non ci siamo,il posto in se è bello bravi gli architetti per il resto non ci siamo pasta precotta con sugo amatriciana dolce probabilmente hanno aperto la salsa e per togliere lacido via di zucchero meglio il sugo acido vi assicuro costi alti per un pranzo così scadente 16 euro pasta acqua e caffè fosse stata buona non ci sarebbero stati problemi ma pagare una pasta dolciastra e gommosa quelle cifre no assolutamente no,tadino,neg
2019-01-24,20,servizio al tavolo?,alla ricerca di un bar in cui fare colazione e rivedere alcune cose al computer in vista di un appuntamento entro nessuno saluta mi siedo ad uno dei tavolini quasi tutti liberi erano le 10 locale abbastanza vuoto apro il computer e faccio quel che devo attendendo che qualcuno prenda lordinazione passano almeno 15 minuti e passa davanti a me almeno due o tre volte una ragazza che lavora nel locale cerco di incrociare lo sguardo sorrido niente alla fine mi faccio coraggio e chiedo un caffè la ragazza annuisce passano altri 5 minuti alzo lo sguardo e vedo sul bancone davanti a me una tazzina sporca mi viene il dubbio che possa essere il mio caffè ma poi mi dico no dai me lo avrebbe almeno detto che era pronto ma non cè servizio al tavolo passa un minuto e incrocio lo sguardo del ragazzo dietro al bancone che prende il caffè e me lo porta il caffè non era male il resto davvero da dimenticare,tadino,neg
2019-01-15,20,carino ma la sostanza?,sono stata un paio di volte  non si sa mai che la prima volta mi ero sbagliata a dare un giudizio il locale è accogliente ma pur di far entrare gente si e schiacciati come delle sardine non si riesce a parlare per il troppo rumore  al bancone del buffet bisogna arrivare dopo molte peripezie e i prezzi sono un po cari per la location ma perché il secondo drink come fanno ormai in tantissimi posti  non lo fate pagare la meta anche il buffet  a parte la pizza buona il resto è niente guardatevi in giro e vedrete che fare aperitivo è qualcosa daltro,tadino,neg
2019-01-05,20,pandenus: definizione di mediocrità,hai presente quando ordini una torta di compleanno e la vai a ritirare  ecco questo è quello che non succede in un posto come questo la ordini vai a ritirarla e la torta non cè perché perché è scivolata e si è rotta  posto che sia vero ma la torta cheescake identica nellaspetto a quella che avevo ordinato sana e salva nel bancone mi ha detto chiaramente di no e che la sua amica al cioccolato era stata palesemente spezzettata e venduta per errore ci sono infiniti errori 1 chiamatemi ci mettiamo daccordo no 2 rifatela ah non sapete fare le torte e le comprate da altri beh dovreste dirlo chiaramente allora 3 non cercade di vendere una cheescake era una torta di compleanno volevo esattamente quella che avevo ordinato  conosco già quel posto uno dei tanti posti di milano senza infamia e senza lode che non si contraddistingue per nulla  a parte il fatto che non sanno gestire una torta insomma è il vostro lavoro  anzi vi dico un segreto gestire unordinazione non è neanche una roba da pasticceria basta usare il cervello ma a voi non interessa perché tanto non vi serve  oh se vi interessa passare un pomeriggio in un posto che non vi lasci assolutamente niente andate lì è il vostro posto,tadino,neg
2019-01-02,20,un caro aperitivo,siamo stati in questo locale per un aperitivo ma non ci siamo trovati bene nè sul cibo nè sull ambiente aperitivo nella media ma con prezzi elevati special spritz 12 e personale poco gentile,tadino,neg
2018-12-17,50,aperitivo cena natalizia mbe,siamo appena stati ad un aperitivo organizzato dallazienda dove lavoro in questo locale io sono celiaca e il servizio è stato impeccabile attentissimo alle mie esigenze cibo ottimo bere anche posto molto curato il responsabile si è dimostrato molto disponibile davvero unottima serata tornerò sicuramente consigliatissimo,tadino,pos
2018-12-15,10,tutto scadente,gentili domani aperitivo buono domani prezzi onesti domani mal di pancia immediato cura ai dettagli nel dimenticatoio buffet pagato a peso doro e causa di fitte alla pancia fortissime ma soprattutto se vi rode perchè scegliete di fare un lavoro come quello del cameriere,tadino,neg
2018-12-02,50,l’igiene non è da tralasciare,vengo spesso in questo bar per la colazione e il pranzo il personale è molto gentile a parte un signore bassino che è un pó lunatico  le brioche sono ottime e anche il caffè sul cappuccio bisogna migliorare sono rimasta scioccata un giorno quando ho visto che tengono il bancone in ferro che aggiungono per laperitivo in bagno ragazzi vi prego non è per niente igienico ed è grave come cosa,tadino,pos
2018-12-02,30,senza infamia e senza lode,location molto carina il resto insomma mi aspettavo qualcosa in più un aperitivo al volo comunque ci sta,tadino,neg
2018-12-01,40,simpatico per la pausa caffè,vicino alla fondazione marconi è uno spazio interessante che serve ottimi prodotti molto buono anche il pane e le focacce,tadino,pos
2018-11-30,10,complimenti 😨😨,vorrei fare davvero i complimenti al genio che ha deciso di cambiare il servizio di pranzo togliendo i piatti esposti per mettere la carte confusione ritardi chi serve che deve anche lavorare in cassa ed in più hanno anche aumentato acqua e caffè ,tadino,neg
2018-11-25,30,impariamo l’italiano per piacere,brunch di novembre di coppia ordiniamo quello saint germain 25 euro con patate al forno buone salsa verde buona salmone french bread alluovo uovo sodo pane al burro scaldato gamberi al vapore insalata di spinacino con pomodorini e noci personalmente lho trovata un po carica forse troppo uovo che personalmente non digerisco molto il motivo per cui do 3 è perché alla richiesta di avere una teiera di acqua calda fatta tre volte alla cameriera cinese la ragazza non è riuscita a capire e la terza volta ha detto che la tazziera era in lavastoviglie e non potevano fornircela peccato che la tazziera fosse di ghisa e non va in lavastoviglie prima ci ha portato una tazza ciascuno poi una terza tazza da versare nelle prime due rischiosa perché non adatta a versare finalmente ha portato un brick ma della teiera manco lombra,tadino,neg
2018-11-24,50,colazione,posto bellissimo curato nei particolari personale gentilissimo bancone del pane della pizza delle brioches dolci e salate davvero spettacolare viene voglia di mangiare tutto davvero bello assortimento per i gusti di tutti ideale non solo per colazione davvero bellissimo,tadino,pos
2018-11-20,40,una garanzia,ci andiamo spesso per laperitivo sempre se siamo in zona perché è una garanzia locale piccolissimo e molto carino unico neo è che spesso ci si debba arrangiare tra bancone e attesa ma non è un problema per me pizza calda sfornata di continuo buffet ridotto ma sempre buono e adatto anche a chi come me è vegetariano la pizza comunque la fa da padrona e non delude mai personale sempre molto gentile tornarci per me è un piacere prezzi in linea con la proposta e col mercato assolutamente promosso,tadino,pos
2018-11-03,50,brunch abbondantissimo,siamo venute di domenica a fare brunch premetto che bisogna prenotare e ci sono dei turni di orari da rispettare si possono scegliere tra diversi menù brunch o si può optare per degli hamburger noi abbiamo scelto di menù che comprendevano uova succo marmellate e pane yogurt e frutta patate pancake veramente un sacco di cose e ho fatto molta fatica a finire tutto il prezzo è abbastanza alto 25 però ne è valsa la pena consigliato,tadino,pos
2018-11-01,30,pranzo veloce in piazza gae aulenti,locale originale dallarredamento in stile vagamente etnico ed adornato di piante tavoli anche in esterno con vista su una delle zone archietturalmente più interessanti e vivaci di milano propone un menù originale adatto per un brunch costi purtroppo in linea con quelli  elevati  della città servizio dignitoso,tadino,neg
2018-10-28,10,servizio inesistente,abbiamo ordinato due caffè shakerati e alla richiesta di un cucchiaino il cameriere ha risposto per far cosa i tavoli venivano sparecchiati dopo 1 ora servizio lento e inefficiente personale maleducato la ragazza in cassa era la stessa che toccava le pizze con i guanti peccato che anche i guanti fossero gli stessi quindi soldi cassa carte di credito e pizze non sanno lavorare,tadino,neg
2018-10-21,20,45 euro per un modesto brunch! voi come lo chiamate?,io furto 45 euro per un brunch composto da antipasto di normali formaggi salame prosciutto e mortadella un piatto a scelta tra quelli proposti e una scelta di dolci un bicchiere di bianco non cè nulla dei tradizionali brunch nedmmeno il caffè personale non scortese ma piuttosto inadeguato lamericano che ho chiesto mi arriva mezzo rovesciato nel piattino in compenso se la tirano come fossero i camerieri del più famoso ristorante del mondo musica dal vivo talmente alta che nessuno vuole sedersi nei tavoli davanti ai due artisti insomma un vorrei ma non posso a prezzi stratosferici nulla a che vedere con gli altri pandenus che continuerò a frequentare qui mai più,tadino,neg
2018-10-21,40,brunch in gae aulenti,location posto molto carino con tavolini interniesterni cibo colazione a base di ottimi dolci e brioches caffè buono brunch inizia alle h1200 prima non è previsto servizio al tavolo meglio prenotare difficilmente si trova posto servizio un po di attesa per le preparazioni e per il conto ma ne vale la pena personale molto cortese prezzi giusti e proporzionaties 1 caffè americano1 cappuccino2 brioches 58,tadino,pos
2018-10-10,10,ma si può?,per scoraggiare luso del bagno ad un bimbo italiano di sette anni accompagnato dalla madre il personale ha usato come scusa una imminente prova di evacuazione,tadino,neg
2018-10-08,20,mai più,lasciatami trasportare dall atmosfera di un ottobrina domenica di sole ho deciso di fare il mai provato e tanto millantato brunch da pandenus tadino scelta ristretta  4 menu senza possibilità di variazione alcuna o mangi uno di quei 4 o non entrare neanche qualità del cibo bassa panebrioche non fresche pancake passati probabilmente realizzati in batteria la mattina presto e alle 13 erano già possi uova alla benedict che non si possono chiamare tali sapore e consistenza industriale per quel prezzo il succo d arancia avrebbe dovuto essere almeno una spremuta rapporto qualità prezzo inaccettabile 25   bello il contesto e personale gentile non tornerò,tadino,neg
2018-10-07,20,vorrei ma non posso,costretto a milano nei pressi della stazione per qualche ora mi sono avventurato alla ricerca di un caffè inteso come locale allamericana dove poter aprire il computer serenamente consumando qualcosa di più di un semplice panino il posto a prima vista è delizioso e di sicuro il cibo e i prodotti da forno di produzione propria sono invitanti e gustosi nulla da dire quindi sul prodotto al contrario non mi ha entusiasmato lobbligo di dover scegliere fra 4 menu brunch solo nel weekend fra i quali ho optato per uova alla benedict insalatina di songino pancakes yogurt e frutta un succo e una torta al cioccolato la scelta del piatto unico con tutta tutta questa roba dentro è molto coreografico ma decisamente poco pratico linsalata è scondita ma non è accompagnata da dressing di sorta sembra questa del piatto combinato più unopzione utile a sveltire il servizio lato loro che non il desiderio di offrire un valore aggiunto al cliente quando a guadagnarci anche solo in termini di velocità è solo lesercente la scelta è sempre e comunque sbagliata a parte questo sedendomi ho accettato la formula ma lho vista disattendere pochi minuti dopo al tavolo di fianco al mio dove altri due clienti hanno consumato un ordine alla carta la spiacevole sorpresa è stata scoprire che il già importante prezzo di 25 euro era stato maggiorato di unulteriore euro e cinquanta per lacqua ripeto lacqua il pensiero che si possa accompagnare uova bacon burger patate fritte le avevo dimenticate e mi sono arrivate in sostituzione di quelle al forno promesse nel menù e tutto il resto sparso per le varie combo a me sembra una furbata bella e buona ma non ci sarebbe stato problema se dopo aver fatto notare che il caffè non era stato accompagnato dalla fetta di torta descritta nel brunch la risposta è stata mi dispiace per lei quindi hai il fegato di farmi pagare una mezza naturale extra ma di fronte al fatto che non hai erogato in completo quello per cui sto pagando mi rispondi una roba del genere fate le vostre valutazioni io ho una lunga esperienza nella ristorazione grande rispetto maturato verso i clienti anche i più pretenziosi e non tollero cadute di stile del genere se sei disposto a perdere un cliente per 1 euro è mezzo è giusto che tu lo perda spero con questo post di farne perdere anche qualcuno in più a milano opportunità di livello non mancano soprattutto a 25 eur ah no a 26 euro e cinquanta buona vita,tadino,neg
2018-09-03,30,il grande assente,una sera di pioggia mi sono rifugiata in questo bel locale per un aperitivo al primo sguardo il locale è carino ma andando al dettaglio le sbavature sono parecchie una fra tutte le piante mezze secche  sempre meglio di quelle di plasticaperò che fanno subito tristezza i cocktail sono buoni e almeno per me nuovi sono equilibrati e piacevoli vengono serviti subito peccato però per il grande assente il buffet è vero che dalla cucina portano qualche piattinoma nulla che possa bilanciare un bellaperitivo che peccato il servizio ha qualche sbavatura ma almeno nel mio caso il manager ha tamponato lerrore offrendomi un altro aperitivoho molto apprezzato questo gesto così raro a milano i prezzi ahimè sono più che milanesi,tadino,neg
2018-09-03,50,colazione super! (piazza gae aulenti),scoperto per caso questo barristorante ha soddisfatto tutte le mie aspettative forse sono capitato nella mattinata giusta dato che leggo parecchie recensioni negative da parte di altri clienti colazione super composta da cappuccinobrioches e un succo di arancia tutto molto buono e sopratutto il cappuccino fatto bene da notare la location bella solare frequentata dalla milano bene consigliato se volete fare la colazione dei milanesi,tadino,pos
2018-08-25,40,very good!,come lo ricordavo tutto buonissimo il servizio potrebbe migliorare un pochino ma per il resto va bene,tadino,pos
2018-07-10,40,ambiente cool,dalla colazione al lunch e fino allaperitivo e oltre sempre prelibatezze sfornate fresche in un ambiente confortevolmente elegante e accogliente,tadino,pos
2018-07-05,30,pandenus gae aulenti,faccio onestamente fatica a comprendere la recensioni negative su questo posto in gae aulenti il personale è stato cortese e molto gentile i prezzi sono sostanzialmente in linea con quelli che sono i prezzi in gae aulenti provare red per credere o in corso como paghi anche la location ovvioma in linea con gli altri abbiamo preso chi i paccheri chi linsalata di polipo chi lhamburger io ho preso questultimo e con lacqua è venuto esattamente 16 euro in linea con i prezzi del luogo a me è piaciuto,tadino,neg
2018-07-04,10,pandenus gae aulenti,pandenus di piazza gae aulenti non centra niente con quello di corso concordia ci siamo trovati malissimo personale scortese aperitivo pessimo cocktail cari pagata una centrifuga che sembrava un miscuglio di succhi di frutta 12 euro e non abbiamo mangiato niente aperitivo composto da un pezzo di focaccia 4 olive e una manciata di mandorle atteggiamento molto snob del personale ma totalmente ingiustificato livello ben sotto la media della ristorazione milanese la location non basta a fare un buon locale lo chiuderei ne va del buon nome del pandenus,tadino,neg
2018-07-01,10,pessimo,mai fatta una colazione peggiore cornetto dalla forma discutibile e dal sapore di uova cappuccino incommentabile con schiuma inconsistente mai più,tadino,neg
2018-06-26,10,pandenus piazza gae mai più,è solo location personale impreparato aperitivo inesistente prezzi alle stelleusciti da lì siamo andati dove fanno aperitivi seriamente mai più,tadino,neg
2018-06-25,10,esperienza pessima,pandenus gae aulenti memore degli altri locali della catena pandenus dove mi sono sempre trovata bene tadino cso concordia lgo la foppa mi sono recata a colpo sicuro in questo locale ahimè sbagliandomi laperitivo consta di un pezzettino di pizza a testa nè una patatina nè unoliva ma un pezzettino di pizza rigorosamente uno a testa se sei fortunato puoi riceverne due sempre se lo chiedi una amica ha preso un succo pagato 9 euro motivazione beh è comrpensivo del costo dellaperitivoma quale aperitivo pessima esperienza non tornerò più in questo pandenus,tadino,neg
2018-06-24,10,non andateci,sono stato nella sede di gae aulenti non trovandola su tripadvisor mi permetto di recensire qui sotto e il locale è il classico posto con cui molta gente di milano è fissata tutta forma zero sostanza per un hamburger di piccole dimensioni senza nulla dentro se non insalata e pomodoro ho pagato la bellezza di 14 euro  2 euro dacqua dove nessuno in pausa pranzo nella zona ti fa pagare lacqua più di un euro questo risulta davvero eccessivo inoltre una mia richiesta specifica sullordinazione non ha trovato riscontro seppur inizialmente confermatomi dal cameriere che lhamburger aveva le patate al forno e non fritte al momento dellordine mi son state portate fritte patate che non ho mangiato ovviamente,tadino,neg
2018-06-21,20,posto da fighetta milanese.,ai milanesi piacciono i posti elaborati finto alla mano che ti servono la quinoa con salsa di avogado o un cus cus al pollo e curry che non sa di niente  per chi ama spendere tanto e godersi i suppellettili tanto il cibo conta poco  consigliatissimo alle fighette milanesi tranquilli qui i vostri complessi non entrano,tadino,neg
2018-06-18,30,nella media,servizio cortese lacqua è libera cosa rarissima a milano i prezzi sono contenuti e cè la possibilità di alimenti vegani si vende pane di vari tipi prezzi medio bassi,tadino,neg
2018-06-13,20,prezzo happy hour esorbitante,sono stato da solo posto carino happy hour con cibo nella norma ma buono poca varietà la cosa spiacevole è stato il conto 18 euro per un calice di vino e una coca cola motivo anche le seconde consumazioni e le terze e le quarte valgono 9 euro come la prima non tornerò più,tadino,neg
2018-06-10,10,sconsigliato!,sono stato qui una domenica pomeriggio per prendere un caffè con la famiglia 150 per un caffè pessimo ne abbiamo presi due in pieno centro costa meno sconsigliato assolutamente,tadino,neg
2018-06-09,40,gusto e simpatia,dolci pane pizza e insalate buissime il locale è accogliente e elegante il personale è molto gentile,tadino,pos
2018-05-25,10,personale scortese e scarsa qualità,dopo diversi tentativi perché si trova sulla strada che percorro tutti i giorni mi arrendo e non ci tornerò più il locale si presenta in modo gradevole dal punto di vista estetico e anche il cibo si presenta bene allocchio ma la qualità e la freschezza del pane e dei dolci non è adeguata al prezzo il personale è tutto sempre molto maleducato a partire dal titolare che nemmeno risponde al buongiorno dei clienti davvero pessimo,tadino,neg
2018-05-20,10,scarsa attenzione al cliente,se prendete il bruch a euro 25 assicuratevi che vi portino tutto quello che viene descritto nel menu personale non professionale peccato perchè la qualità dei prodotti non è male,tadino,neg
2018-05-20,40,un brunch impegnativo!,abbiamo fatto un brunch alle 14 eravamo circa 12 la scelta è tra 4 menu tutti molto invitanti appena arrivi ti danno un bicchiere di succo successivamente portano panefocaccine brioschine con burrocioccolata e marmellata poi arrivano i piatti che sono favolosi e xhe saziano tantissimo concludono con caffe e dolce compreso spesa 25 euro con acqua direi location molto piccola quindi consiglio di prenotare prima ma brunch molto buono,tadino,pos
2018-05-14,20,aperitivo,ho fatto laperitivo ieri sera e devo dire che presentarsi alle 1900 ora esatta dellaperitivo non è stato di mio poichè ho trovato rispetto al passato un ape un po troppo poverocerano delle bruschette carote tocchetti di mortadella riso e frittatae la pizza o la focaccia x il quale il posto è famoso dovè finita prima era un ingrediente dell aperitivo che nn mancava mai adesso viene servito in piccole quantità che tutti i presenti allarrivo si precipitano a servirsene senza ovviamente dare la possibilità a tutti di averne dei cornetti che a domanda sul contenuto ricevono una risposta e poi si trova un cornetto vuoto senza sapore ho portato un amico per fare bella figura e invece siamo andati via dicendo che nn ci saremmo tornati un pò caro 12 x ricevere questo tipo di buffet,tadino,neg
2018-05-13,40,uno dei migliori aperitivi a mi,pandenus è una garanzia per laperitivo milanese pizze in uscita su taglieri cous cous pinzimonio e verdure ce nè per tutti i gusti e frutta per finire buoni i cocktail da provare insomma,tadino,pos
2018-04-22,30,posto molto stretto,siamo stati al brunch domenica scorsa con diversi bambini il brunch è abbastanza buono anche se non è eccelso  ma il posto è davvero troppo stretto non ci stanno quasi i piatti sul tavolo assolutamente inadatto per andare con i bambini ,tadino,neg
2018-04-22,50,"brunch ottimo, anche troppo cibo però!",il brunch costa 25 ti riempiono di cibo buonissimo quello in foto è il belgravia menù prima del piatto ti portano anche il pane con marmellate burro e cioccolata diciamo che avrei preferito pagare 5 in meno e avere meno cibo perché sembra un po impossibile finire tutta quella roba mi dispiace sprecare ma la metà lho lasciato nel piatto da quanto ero piena,tadino,pos
2018-04-18,10,brunch deludente,ho voluto provare questo brunch di cui molti parlano bene ma purtroppo ne sono rimasta profondamente delusa per una serie di motivi 1 appena entrati e dopo aver aspettato un bel po in piedi abbiamo dovuto intercettare noi la cameriera per poterci sedere 2 il piatto principale presentava un uovo sodo dal tuorlo verdognolo un salmone affumicato affogato nellolio e nel limone  che ne copriva totalmente il sapore e una guacamole dal colore grigiastro che sapeva di aglio e limone e non di avocado era palese che il piatto fosse stato preparato parecchio tempo prima 3 la pandenus cake consisteva in un brownie adagiato su della marmellata di fragole e coperto da una montagna di panna panna acida immangiabile quando lho fatto presente alla cameriera lei mi ha risposto  ho messo la panna mischiata alla soda mi sono sbagliata se volete ve lo riporto non è carino portare in tavola un dolce fatto male  e immangiabile tra laltro sperando che i clienti non se ne accorgano davvero deludente considerando anche il prezzo di 25 a milano si può trovare di meglio e anche a prezzi più modici,tadino,neg
2018-04-18,20,brunch di scarsa qualità,non sono rimasto soddisfatto dalla qualità dei prodotti offerti ho optato per un brunch a base di pesce vedi foto dolce compreso nel menù davvero di bassa qualità in tutta onestà non ci ritornerò invece location carina e personale cordiale i menù proposti dalla tovaglietta sono 4 e tutti a 25,tadino,neg
2018-04-15,10,brunch pessimo,un servizio non allaltezza del locale attese infinite appena arrivati di fronte al bancone venendo ignorati da tutti e camerieri che sbuffano mentre prendono le ordinazioni menu molto buoni solo sulla carta perchè quando arrivano al tavolo sono veramente di pessima qualità alimenti come patate e salmone affumicato letteralmente annegati nellolio qualche saporaccio da nascondere salsa guacamole completamente nera che sa più di limone e aglio che di avocado uova sode dal tuorlo di colore strano dulcis in fundo arriva un brownie spacciato come originalissima pandenus cake ricoperto da una montagna di panna montata che appena messa in bocca si rivela talmente acida da essere immangiabile facciamo allora presente il problema alla cameriera la quale risponde con un eh lo so ho sbagliato barattolo della panna della serie se non si lamentano va tutto bene per 25 euro a milano si trovano brunch molto superiori e anche spendendo meno la probabilità di cascare meglio di così è praticamente certa patate e salmone affumicato letteralmente annegati nellolio qualche saporaccio da nascondere salsa guacamole completamente nera che sa più di limone e aglio che di avocado uova sode dal tuorlo di colore strano dulcis in fundo arriva un brownie spacciato come originalissima pandenus cake ricoperto da una montagna di panna montata che appena messa in bocca si rivela talmente acida da essere immangiabile facciamo allora presente il problema alla cameriera la quale risponde con un eh lo so ho sbagliato barattolo della panna della serie se non si lamentano va tutto bene per 25 euro a milano si trovano brunch molto superiori e anche spendendo meno la probabilità di cascare meglio di così è praticamente certa,tadino,neg
2018-04-02,10,cattiva educazione,stendiamo un velo pietoso sulla qualità delle pizzette inoltre se cè da attendere assicuratevi di avere lo stesso concetto di tempo della responsabile di sala quelli che per lei sono 10 minuti di attesa sul pianeta terra equivalgono a circa unora e un quarto da evitare,tadino,neg
2018-03-07,40,buon brunch!,sono stato al brunch domenicale e devo dire che sulla qualità ci siamo tutto davvero ottimo e ben fatto il locale non è molto grande consiglio la prenotazione i piatti sono ben presentati ed è tutto molto buono presenti menù diversi divisi per città se non ricordo male 4 ognuno con alimenti rappresentativi appunto del paese unica pecca forse è il discorso relativo al bere in considerazione al fatto che il menù brunch ha un costo fisso di 25 sarebbe ottimo concedere al cliente di poter avere magari un po di acquasucco in più chiaramente ponendo un limite ci mancherebbe e disponibile anche unampia gamma di panini sandwich dolci e pane al di fuori del menù,tadino,pos
2018-03-01,40,si sta stretti stretti .. ma la colazione e ok,locale piccolo ma pulito e arredato piacevolmente  colazione buona prodotti freschi  prezzi medio alti ma adeguati per la zona in cui è ubicato  consigliato per la colazione se si è in zona  il resto è da provare  parcheggio quasi inesistente e comunque solo a pagamento o quasi ,tadino,pos
2018-02-27,40,accogliente,ci siamo fermati per un tè nel pomeriggio fino alle sei perché poi iniziava laperitivo personale cortese e locale molto curato,tadino,pos
2018-02-21,20,17€ insalata con salmone a pranzo,un pranzo con insalatina con tartarre di salmone peraltro avanzata perché non particolarmente buona a 17  prezzi non esposti ridateci le vecchie panetterie di una volta,tadino,neg
2018-02-11,50,brunch fantastico!,locale pulito e accogliente lo staff molto gentile e disponibile e sopratutto un brunch buonissimo torneremo sicuramente,tadino,pos
2018-02-05,50,quando far colazione diventa un vero piacere,locale molto ben arredato e accogliente sono andato su consiglio della mia amica valeria di mentecontorta e devo dire che mi ha consigliato veramente bene  sono stato già tre volte e dovo dire con tutti i lievitati sono di classe superiore ottimo anche servizio e le stoviglie sono bellissime fatevi una coccola o meglio fatevela con il vostro amore e venite a provare,tadino,pos
2018-02-04,40,ottimo aperitivo,uno dei migliori aperitivi di milano la pizza è sicuramente il piatto migliore ma anche cous cous insalata di riso e bruschette sono ottime note negative sono che non si può prenotare a meno che non si sia in un gruppo di almeno 10 persone ma si paga il sovrapprezzo per la prenotazione che lo spazio è molto limitato perciò si rischia di dover sempre aspettare almeno mezzora che si liberino dei tavoli personale un po freddo e sbrigativo,tadino,pos
2018-01-29,40,la bontà delle cose semplici,brunch davvero non male ottima la qualità dei prodotti e ottimo il prezzo o quanto meno in linea con i prezzi della zona uniche due pecche locale piccolino infatti consiglio la prenotazione e  il dolce compreso nel brunch burro e marmellata era davvero estremamente minimal,tadino,pos
